game;text;homeScore;awayScore;isLive;time;addedTime;incidentType
SPO X BOT 2019-04-27;FT;2;0;False;90;999;period
SPO X BOT 2019-04-27;HT;1;0;False;45;999;period
CAM X AVA 2019-04-27;FT;2;1;False;90;999;period
FLA X CRU 2019-04-27;FT;3;1;False;90;999;period
FLA X CRU 2019-04-27;HT;1;1;False;45;999;period
GRE X SAN 2019-04-28;FT;1;2;False;90;999;period
GRE X SAN 2019-04-28;HT;0;2;False;45;999;period
CAP X VAS 2019-04-28;FT;4;1;False;90;999;period
CAP X VAS 2019-04-28;HT;2;0;False;45;999;period
BAH X COR 2019-04-28;FT;3;2;False;90;999;period
CEA X CSA 2019-04-28;FT;4;0;False;90;999;period
FLU X GOI 2019-04-28;FT;0;1;False;90;999;period
FLU X GOI 2019-04-28;HT;0;0;False;45;999;period
CSA X PAL 2019-05-01;FT;1;1;False;90;999;period
CSA X PAL 2019-05-01;HT;0;1;False;45;999;period
COR X CHA 2019-05-01;FT;1;0;False;90;999;period
GOI X SPO 2019-05-01;HT;1;2;False;45;999;period
BOT X BAH 2019-05-02;HT;3;1;False;45;999;period
CSA X SAN 2019-05-05;FT;0;0;False;90;999;period
GRE X FLU 2019-05-05;FT;4;5;False;90;999;period
GRE X FLU 2019-05-05;HT;3;2;False;45;999;period
CAM X PAL 2019-05-12;FT;0;2;False;90;999;period
SAN X VAS 2019-05-12;FT;3;0;False;90;999;period
CHA X FOR 2019-05-19;FT;1;3;False;90;999;period
CEA X GRE 2019-05-19;HT;2;1;False;45;999;period
FLA X GOI 2019-07-14;FT;6;1;False;90;999;period
FLA X GOI 2019-07-14;HT;4;1;False;45;999;period
CSA X CAP 2019-07-20;FT;0;4;False;90;999;period
CAM X FOR 2019-07-21;FT;2;2;False;90;999;period
SAN X GOI 2019-08-04;HT;3;0;False;45;999;period
GRE X CHA 2019-08-05;FT;3;3;False;90;999;period
GRE X CHA 2019-08-05;HT;2;2;False;45;999;period
VAS X FLA 2019-08-17;FT;1;4;False;90;999;period
CEA X FLA 2019-08-25;FT;0;3;False;90;999;period
PAL X CSA 2019-09-26;FT;6;2;False;90;999;period
PAL X CSA 2019-09-26;HT;4;0;False;45;999;period
BAH X INT 2019-10-26;FT;2;3;False;90;999;period
FLA X VAS 2019-11-13;FT;4;4;False;90;999;period
GOI X BAH 2019-11-24;FT;4;3;False;90;999;period
PAL X GOI 2019-12-05;FT;5;1;False;90;999;period
